Black Body Radiation Experiment Mon, Nov 25, 2024 4:31 PM
Sensor Position (Degrees)	Light Intensity (Volts)
72.76142	-0.00681
72.92386	-0.00713
73.01523	-0.00793
73.28934	-0.01019
73.46193	-0.01115
73.56345	-0.01196
73.81726	-0.01131
73.97970	-0.00858
74.07107	-0.00922
74.32487	-0.01051
74.48731	-0.01019
74.57868	-0.00600
74.83249	-0.00681
75.00508	-0.01019
75.10660	-0.00552
75.37056	-0.00713
75.55330	-0.00600
75.65482	-0.00826
75.93909	-0.00681
76.12183	-0.00600
76.22335	-0.00761
76.50761	-0.00632
76.69036	-0.00665
76.81218	-0.00970
77.15736	-0.00697
77.38071	-0.00198
77.51269	-0.00632
77.88832	-0.00552
78.13198	-0.00681
78.25381	-0.00504
78.60914	0.00494
78.77157	0.00977
78.83249	0.01734
79.00508	0.01718
79.11675	0.01299
79.18782	0.01508
79.36041	0.01074
79.48223	0.01315
79.54315	0.01476
79.71574	0.01299
79.83756	0.00945
79.88832	0.01412
80.05076	0.01235
80.18274	0.01090
80.24365	0.00301
80.43655	0.00526
80.56853	0.00591
80.62944	0.00430
80.78173	0.00414
80.89340	-0.00214
80.95431	-0.00182
81.12690	-0.00021
81.23858	-0.00230
81.29949	-0.00294
81.49239	-0.00761
81.63452	-0.00472
81.69543	-0.00729
81.86802	-0.00745
81.96954	-0.00681
82.01015	-0.00375
82.10152	-0.00681
82.14213	-0.00874
82.17259	-0.00552
82.27411	-0.00681
82.35533	-0.00359
82.40609	-0.00858
82.55838	-0.00455
82.65990	-0.00584
82.71066	-0.00906
82.85279	-0.00632
82.96447	-0.00713
83.00508	-0.00488
83.15736	-0.00826
83.25888	-0.00793
83.29949	-0.00890
83.46193	-0.00504
83.56345	-0.00793
83.60406	-0.00681
83.73604	-0.00890
83.82741	-0.00632
83.86802	-0.00327
83.95939	-0.00729
84.00000	-0.00584
84.01015	-0.01099
84.05076	-0.01131
84.11168	-0.00584
84.13198	-0.00987
84.22335	-0.00681
84.30457	-0.00472
84.33503	-0.00632
84.40609	-0.00359
84.45685	-0.00568
84.47716	-0.00568
84.52792	-0.00713
84.55838	-0.00520
84.59898	-0.00536
84.71066	-0.00311
84.81218	-0.00906
84.85279	-0.00600
84.99492	-0.00343
85.08629	-0.00713
85.13706	-0.00343
85.27919	-0.00230
85.38071	-0.00391
85.44162	-0.00649
85.59391	-0.00439
85.69543	-0.00761
85.74619	-0.00262
85.87817	-0.00665
85.96954	-0.00874
86.01015	-0.00987
86.16244	-0.00729
86.25381	-0.00970
86.32487	-0.00987
86.51777	-0.00584
86.62944	-0.00761
86.69036	-0.00665
86.85279	-0.00536
86.96447	-0.00987
87.01523	-0.00810
87.18782	-0.00552
87.27919	-0.00584
87.32995	-0.00938
87.45178	-0.00793
87.55330	-0.00439
87.61421	-0.00455
87.76650	-0.01131
87.88832	-0.00810
87.94924	-0.00810
88.09137	-0.01003
88.16244	-0.00552
88.21320	-0.00906
88.32487	-0.00810
88.38579	-0.00729
88.40609	-0.00842
88.51777	-0.00793
88.57868	-0.00665
88.59898	-0.00697
88.71066	-0.00504
88.78173	-0.00649
88.81218	-0.00729
88.94416	-0.00745
89.04569	-0.00745
89.07614	-0.00729
89.19797	-0.00761
89.28934	-0.00649
89.31980	-0.00649
89.44162	-0.00455
89.52284	-0.00504
89.57360	-0.00552
89.73604	-0.00793
89.86802	-0.00455
89.93909	-0.00793
90.10152	-0.00729
